154,35
49,31
130,1
126,26
153,7
109,39
13,37
28,0
64,12
166,39
161,25
195,21
91,19
190,29
118,39
25,17
46,33
49,26
105,5
139,20
49,15
108,2
70,15
189,28
141,18
64,39
93,38
19,22
107,37
20,22
53,30
158,13
28,4
22,21
112,0
132,2
152,39
178,0
28,25
113,14
106,30
73,34
149,36
72,29
150,38
119,27
195,23
56,10
182,14
28,25
189,32
61,17
93,1
159,37
143,3
11,11
98,36
32,29
155,13
36,40
124,38
54,26
18,31
31,23
186,30
58,11
113,23
6,2
138,11
172,7
177,26
118,40
31,12
158,18
12,21
166,36
155,10
26,34
46,30
166,32
89,35
137,40
86,40
79,2
175,8
128,1
89,24
5,31
198,35
174,34
0,33
19,4
0,16
200,40
163,9
67,18
137,15
77,18
56,30
182,18
148,22
97,6
182,38
159,30
109,37
80,36
135,14
8,162
20,156
18,7
32,116
9,85
6,77
13,8
18,142
2,10
26,21
21,156
15,155
35,54
0,114
33,60
30,40
1,130
28,101
9,57
12,83
2,20
17,138
31,98
12,200
23,75
25,111
12,178
2,40
25,55
35,57
34,59
7,131
13,155
27,91
10,150
0,102
15,33
32,105
27,163
5,88
8,159
29,160
30,136
8,43
25,26
10,114
16,142
2,152
29,34
18,129
27,151
15,182
1,87
25,92
15,92
6,56
1,7
27,76
29,63
10,0
5,129
17,11
33,44
30,36
16,48
8,167
33,161
25,61
22,3
17,104
25,151
16,20
33,177
5,43
21,185
27,85
29,65
4,159
14,193
12,44
7,123
33,66
11,138
17,134
3,139
27,129
5,110
30,4
24,21
9,112
16,160
9,157
15,178
22,149
31,51
34,35
4,53
3,26
3,170
9,25
3,114
30,57
22,35
20,27
20,139
31,44
8,183
7,159
6,8
7,120
32,144
3,171
4,163
30,49
34,195
7,14
23,191
34,73
31,120
26,37
4,57
18,8
4,131
10,175
23,99
7,160
19,103
2,85
33,19
8,55
31,176
24,110
8,104
21,82
28,168
12,105
8,179
32,124
26,159
24,123
35,43
17,161
17,189
3,93
3,5
28,57
14,121
20,178
30,135
7,194
16,129
13,57
10,169
20,52
14,145
1,110
3,195
6,129
12,39
19,55
20,131
10,178
4,157
18,115
26,43
33,47
25,86
8,166
34,198
29,41
29,194
3,28
11,12
28,140
16,88
15,89
9,99
32,117
8,48
17,75
31,42
30,3
35,86
11,84
24,30
33,23
28,176
12,10
11,73
11,143
20,19
10,133
3,22
12,72
23,174
25,140
3,31
10,169
8,27
34,39
35,169
20,155
12,131
33,123
6,117
29,19
4,76
4,159
34,189
22,107
4,145
22,52
9,72
15,76
6,193
24,63
22,40
16,12
1,111
35,123
22,157
2,90
19,26
25,32
10,77
25,173
24,78
11,183
27,113
7,20
34,33
14,85
4,43
176,34
184,79
199,55
195,25
189,71
165,167
168,30
191,23
186,171
175,121
168,161
171,176
180,39
188,4
173,67
187,30
166,18
180,56
179,102
171,187
173,76
170,182
178,200
198,138
190,77
197,17
176,148
179,176
169,143
182,51
174,194
197,57
171,61
175,119
165,85
174,182
195,81
175,58
192,169
195,66
177,112
186,137
180,163
190,5
170,194
165,141
197,107
188,169
183,159
165,46
188,13
179,133
196,23
195,41
194,15
165,12
183,153
200,141
178,56
175,60
168,43
189,47
200,197
200,40
166,41
178,12
197,145
186,51
186,51
177,63
175,104
167,178
186,179
199,57
170,17
165,175
176,137
183,102
185,5
168,35
170,129
192,54
176,55
175,163
165,95
197,146
173,187
180,67
189,75
182,159
186,82
190,124
175,40
192,192
178,118
191,128
191,169
186,167
189,184
200,67
188,173
184,122
168,134
181,147
175,145
190,150
179,155
175,177
195,31
181,117
199,187
195,67
181,97
168,139
165,191
191,36
174,4
165,29
175,91
179,179
179,152
174,14
197,102
176,96
181,200
199,22
176,144
180,143
197,148
180,128
165,170
189,83
192,163
169,190
165,25
199,15
166,33
165,135
180,125
172,61
172,164
195,36
187,94
171,166
180,59
198,149
194,164
193,27
175,133
175,129
167,147
195,181
186,84
198,121
165,95
168,161
168,161
199,22
198,173
178,77
172,86
196,129
185,122
187,12
182,41
188,149
182,186
